ZONEID,TIMESTAMP,VAR78,VAR79,VAR134,VAR157,VAR164,VAR165,VAR166,VAR167,VAR169,VAR175,VAR178,VAR228,POWER
1,20120401 14:00,0,0,94758.125,94.81033325,0,0.921033859,-0.804039002,284.4626465,12351290,16911888,15112567,0.00674963,0
1,20120401 15:00,0.001480103,0,94730.375,95.55996704,0.039764404,0.622429848,0.318148613,284.1330566,12351290,17989312,15112567,0.00674963,0
1,20120401 16:00,0.005981445,0,94721.5625,99.39195251,0.38659668,-0.404500008,1.343285561,282.8701172,12351290,19080544,15112567,0.006750107,0
1,20120401 17:00,0.020294189,0,94707.75,99.67973328,0.937316895,-0.493648529,1.279654503,282.885498,12351290,20227568,15112567,0.006750107,0
1,20120401 18:00,0.043617249,0,94699.6875,100.2070923,0.970123291,-0.298454285,1.2048769,283.1572266,12351290,21420224,15112567,0.006755352,0
1,20120401 19:00,0.047782898,0,94733.3125,99.53146362,0.893005371,-0.127774239,1.207766533,283.314209,12351290,22618864,15112567,0.006762981,0
1,20120401 20:00,0.043663025,0,94749.8125,99.42308044,0.891571045,-0.231093407,1.276310921,283.1843262,12351290,23790336,15112567,0.006771564,0
1,20120401 21:00,0.04499054,0,94769,98.57301331,0.623687744,-0.055418968,1.24878788,283.6530762,12417521,24904848,15240341,0.006778717,0.006346154
1,20120401 22:00,0.038860321,0,94787.9375,92.12310791,0.83279419,-0.851744652,0.97249794,286.2585449,12947510,26133136,15980090,0.006783485,0.071538462
1,20120401 23:00,0.035018921,0,94775.25,82.74525452,0.953292847,-1.10296154,0.310311317,288.4182129,13965544,27398656,17317616,0.006790638,0.229166667
1,20120402 00:00,0.074440002,0,94736.125,71.751297,0.9324646,-0.193052292,-0.447573662,290.267334,15464841,28768880,19196208,0.006800652,0.346474359
1,20120402 01:00,0.112361908,0,94746.8125,69.93354797,0.830276489,0.342458725,-1.522831917,291.6049805,1717842,1313442,2181074,0.000191458,0.656858974
1,20120402 02:00,0.070106506,0,94678.875,65.64964294,0.685302734,1.115677834,-1.500989914,292.329834,3326070,2660549,4322714,0.000263393,0.771410256
1,20120402 03:00,0.067001343,0,94608.375,60.07411194,0.768798828,1.774486542,-1.611888885,293.2460938,5127796,4041206,6601140,0.000284642,0.613782051
1,20120402 04:00,0.058559418,0,94533.6875,54.51229858,0.538909912,2.232107162,-1.731534004,294.0068359,6934132,5390044,8848819,0.000296831,0.554807692
1,20120402 05:00,0.020584106,0,94505.9375,51.13789368,0.486816406,2.173001289,-1.898820877,294.362793,8433191,6699170,10729834,0.000296831,0.458910256
1,20120402 06:00,0.013029099,0,94503.8125,48.85609436,0.223648071,2.617418289,-1.667720795,294.494873,9867263,7963078,12419882,0.000296831,0.198269231
1,20120402 07:00,0.000997543,0.001720667,94518.3125,54.09742737,0.879394531,1.739650726,-1.394080162,293.2600098,10595086,9135014,13366795,0.000297844,0.085064103
1,20120402 08:00,0,0.002081394,94576.5625,61.20509338,0.548278809,1.671025276,-1.218840599,290.3742676,10750752,10299647,13615586,0.000297844,0.011474359
1,20120402 09:00,0,0.000666142,94605.375,69.00419617,0.241516113,1.926808357,-0.977911949,288.5097656,10750752,11399838,13615586,0.000297844,0.000128205
1,20120402 10:00,0,0,94615.625,75.61672974,0.001678467,1.94196701,-0.88630867,287.026123,10750752,12481922,13615586,0.000297844,0
1,20120402 11:00,0,0.000843048,94632.0625,81.17585754,0.328430176,2.086219788,-1.214301109,285.7568359,10750752,13545462,13615349,0.000297844,0
1,20120402 12:00,0,0.009249687,94596.375,85.85069275,0.998077393,1.509296417,-1.51173687,285.1420898,10750752,14604840,13615349,0.000297844,0
1,20120402 13:00,0,0.007993698,94592.4375,88.47601318,0.956359863,1.73593998,-1.184411049,284.8122559,10750752,15688713,13615349,0.000297844,0
1,20120402 14:00,0,0.000255585,94570.875,89.45291138,0.062988281,1.65512085,-0.839511871,284.7385254,10750752,16774759,13615349,0.000297844,0
1,20120402 15:00,0,0.000246286,94567.5625,89.74783325,0.030761719,1.281323433,-0.429141998,285.0100098,10750752,17825504,13615349,0.000297844,0
1,20120402 16:00,0,0.000763893,94550.3125,91.04507446,0.460205078,0.793845177,-0.549268723,284.3552246,10750752,18874656,13615349,0.000297844,0
1,20120402 17:00,0,0.001029968,94505.25,92.8611145,0.691802979,0.735485077,-0.478562355,283.9189453,10750752,19923360,13615349,0.000297844,0
1,20120402 18:00,0,0.007304192,94501.5,94.40144348,0.998077393,1.08981514,-0.340291977,283.6943359,10750752,20966160,13615349,0.000297844,0
1,20120402 19:00,0,0.010028839,94527.5,94.46244812,0.981964111,1.028477669,-0.348043442,283.6027832,10750752,22032960,13615349,0.000297844,0
1,20120402 20:00,0,0.007680599,94541.9375,93.76893616,0.987760007,0.946923256,-0.506499291,283.3725586,10750752,23103072,13615349,0.000297844,0
1,20120402 21:00,0.000110626,0.0066185,94569.375,91.51298523,0.976409912,0.687250137,-0.374117851,283.8041992,10824472,24203136,13735021,0.000297844,0.015
1,20120402 22:00,0.014778137,0.056270599,94632.75,81.69508362,0.937856078,1.19635582,-0.148161888,287.2216797,11465663,25354416,14551763,0.000399709,0.086282051
1,20120402 23:00,0.088577271,0.069568634,94631.3125,75.52931213,0.815002441,0.578382492,-0.187961578,289.5822754,12522010,26575920,15940854,0.00058198,0.31525641
1,20120403 00:00,0.006484985,0.003723145,94624.625,73.05194092,0.205688477,0.025250435,-0.78290081,290.2851562,13329835,27858400,17214256,0.000917315,0.514551282
1,20120403 01:00,0.090919495,0.004615784,94711.4375,63.74136353,0.410125732,0.304481506,-0.324355125,292.1264648,1118809,1332577,1658497,0,0.734615385
1,20120403 02:00,0.018543243,0.000551224,94638.3125,61.38720703,0.029388428,0.283238411,-0.777376175,293.6296387,3021041,2685035,4038991,0,0.67525641
1,20120403 03:00,0.003379822,1.62E-05,94553,56.48693848,0.020172119,0.474200249,-1.141389847,295.2561035,5588718,3972796,6925150,0,0.618910256
1,20120403 04:00,0.009621274,0.000975609,94501,53.47450256,0.630584717,0.832373619,-1.779151917,296.4643555,8162994,5226301,9815745,0,0.514166667
1,20120403 05:00,0.019654948,0.000321388,94455.25,52.38008118,0.120308459,1.060285568,-2.266139984,296.8830566,10134921,6522121,12109335,0,0.436474359
1,20120403 06:00,0.011550903,0.000240326,94454.5,52.41990662,0.077105761,1.375250816,-2.521197319,296.7573242,11555278,7798890,13835160,0,0.248397436
1,20120403 07:00,0.004472733,0.002069915,94458.5,57.11088562,0.541369915,0.853564262,-1.814124107,295.5336914,12305393,9053460,14810886,0,0.072051282
1,20120403 08:00,0.001289368,0.001699448,94496.8125,64.27653503,0.506476879,1.117510796,-1.871747017,291.8818359,12448384,10252641,15051687,0,0.012628205
1,20120403 09:00,0.000507355,1.62E-05,94558,69.69038391,0.014354542,1.629550934,-1.718268394,290.1945801,12448384,11466046,15051687,0,0.000128205
1,20120403 10:00,0.000286102,0,94601.3125,73.78526306,0,1.946388245,-1.375206947,289.246582,12448384,12649575,15051687,0,0
1,20120403 11:00,8.77E-05,0,94618.625,78.55267334,0.013397217,1.356401443,-0.374372482,290.1608887,12448384,13827909,15051663,0,0
1,20120403 12:00,0.000179291,0.000219345,94629.125,82.16970825,0.261322022,0.164655685,0.213218689,289.3857422,12448384,15003343,15051663,0,0
1,20120403 13:00,0.000391006,0.001095712,94615.8125,84.65371704,0.846954346,-0.370965004,0.652084351,288.1875,12448384,16180510,15051663,0,0
1,20120403 14:00,0.001585007,0.001210243,94596.6875,87.6469574,0.754592896,-0.744955063,0.975700378,286.7709961,12448384,17353504,15051663,0,0
1,20120403 15:00,0.001674652,0.000205994,94572.5625,88.60574341,0.484634399,-0.71096611,1.17579174,286.3623047,12448384,18519456,15051663,0,0
1,20120403 16:00,0.001039505,0.000116184,94561.5,89.32965088,0.240020752,-0.62700367,1.231590271,286.2119141,12448384,19696752,15051663,0,0
1,20120403 17:00,0.00044632,3.88E-05,94540.3125,89.59869385,0.061553955,-0.566163063,1.18297863,285.9753418,12448384,20845440,15051663,0,0
1,20120403 18:00,0.000974655,0,94541.5625,89.66564941,0.019714355,-0.841594696,1.268485069,285.248291,12448384,21990672,15051663,0,0
1,20120403 19:00,0.004112244,0,94596.625,89.57183838,0.068725586,-1.345306396,1.635280609,284.6279297,12448384,23128960,15051663,0,0
1,20120403 20:00,0.010818481,5.87E-06,94638.875,88.2918396,0.225982666,-1.129434586,1.474434853,285.1804199,12448384,24306000,15051663,0,0
1,20120403 21:00,0.014381409,0.000109673,94693.25,86.52755737,0.540039063,-0.956645012,1.390478134,286.3483887,12510148,25466400,15171511,0,0.016730769
1,20120403 22:00,0.015798569,0.000138223,94739.5,79.65402222,0.209838867,-1.25841713,1.512768745,289.4865723,13165760,26712832,16025715,0,0.213653846
1,20120403 23:00,0.017446518,0.000166759,94767.4375,73.37730408,0.310333252,-1.547785759,0.818566322,292.1496582,14499199,28007376,17633008,0,0.565384615
1,20120404 00:00,0.015972137,0.000160664,94768.5625,68.80641174,0.306854248,-1.731227875,-0.165064812,294.003418,16330205,29318912,19807040,0,0.708782051
1,20120404 01:00,0.012851715,6.10E-05,94739.5625,68.20748901,0.505828857,-2.060939789,-0.942290306,294.9448242,2308175,1309768,2664195,0,0.754102564
1,20120404 02:00,0.053970337,7.74E-05,94668.75,63.23384094,0.658721924,-1.492095947,-2.201024055,296.2089844,4946814,2672182,5671125,0,0.745897436
1,20120404 03:00,0.106140137,2.22E-05,94615.5625,59.04519653,0.638214111,-0.417736054,-2.744015694,296.8547363,7433769,3984776,8571479,0.000171244,0.68275641
1,20120404 04:00,0.068321228,0,94575.9375,57.8502655,0.495758057,-0.11923027,-2.499527931,296.7788086,9084950,5369636,10725426,0.000191182,0.521025641
1,20120404 05:00,0.077926636,0,94571.0625,57.43788147,0.50881958,-0.331121445,-2.033520699,296.875,10634623,6759034,12707700,0.000228167,0.338461538
1,20120404 06:00,0.087532043,0,94606.25,60.91053772,0.534576416,-1.089712143,-1.715860367,296.3208008,11646415,8143868,14113037,0.000302613,0.209935897
1,20120404 07:00,0.043708801,0,94649.375,68.15542603,0.343765259,-2.120662689,-1.250066757,295.2612305,12308510,9461472,15020551,0.000314504,0.048589744
1,20120404 08:00,0.019561768,0,94697.9375,74.81019592,0.194549561,-2.506884575,-0.9520998,293.0314941,12400987,10730896,15215387,0.000316918,0.014423077
1,20120404 09:00,0.014076233,0,94759.375,78.23286438,0.118179321,-2.666511536,-0.791671753,291.9020996,12400987,11993236,15215387,0.000317276,6.41E-05
1,20120404 10:00,0.006422043,0,94842.6875,81.70762634,0.182647705,-2.406463623,-0.427889824,290.9040527,12400987,13232084,15215387,0.000318944,0
1,20120404 11:00,0.003377914,0,94878.75,86.10977173,0.057830811,-1.854642868,0.161747932,289.7800293,12400987,14455422,15215323,0.000318944,0
1,20120404 12:00,0.002550125,0,94915.625,89.25956726,0.076721191,-1.694310188,1.046178818,288.4736328,12400987,15657094,15215323,0.000318289,0
1,20120404 13:00,0.002475739,0,94899.3125,92.25909424,0.093658447,-0.997034073,1.563719749,288.0168457,12400987,16876624,15215323,0.000318289,0
1,20120404 14:00,0.00144577,0,94877.0625,94.63748169,0.09828186,-0.880581856,1.740345001,287.2346191,12400987,18052896,15215323,0.000318289,0
1,20120404 15:00,0.001073837,0,94865.875,95.72532654,0.082489014,-1.008526802,1.627788544,286.7802734,12400987,19222512,15215323,0.000318289,0
1,20120404 16:00,0.000911713,0,94844.125,96.95019531,0.052642822,-1.074121475,1.613736153,286.3530273,12400987,20381792,15215323,0.000318289,0
1,20120404 17:00,0.001750946,0,94828.6875,97.82765198,0.103973389,-1.045578957,1.592356682,286.065918,12400987,21538544,15215323,0.000318289,0
1,20120404 18:00,0.006561279,0,94848.375,98.55740356,0.336364746,-0.995844841,1.530291557,285.892334,12400987,22703024,15215323,0.00031957,0
1,20120404 19:00,0.022407532,0,94900.3125,99.41627502,0.982116699,-0.884967804,1.195948601,286.3144531,12400987,23925008,15215323,0.000325203,0
1,20120404 20:00,0.039142609,0,94951.1875,99.61083984,1,-0.823866844,1.079847336,286.5805664,12400987,25186656,15215323,0.000330776,0
1,20120404 21:00,0.048976898,0,94990.375,98.85044861,1,-1.112315178,1.445384979,287.4777832,12448686,26513440,15322925,0.000342518,0.001346154
1,20120404 22:00,0.025643826,0,95050.125,90.84634399,0.940002441,-1.48052597,1.454460144,289.0192871,12860717,27858096,15986475,0.000353485,0.018397436
1,20120404 23:00,0.013049126,0,95084.375,85.20581055,0.813079834,-1.542251587,0.878116608,290.6987305,13796178,29237904,17289008,0.000354201,0.050641026
1,20120405 00:00,0.001777649,0,95082.625,80.23246765,0.426773071,-1.356940269,0.396690369,292.5996094,15503046,30572160,19363968,0.000354201,0.065833333
1,20120405 01:00,0.06086731,0,95052.8125,70.63244629,0.890716553,-1.270461082,-0.842893601,294.7202148,2025142,1372377,2425359,0,0.114807692
1,20120405 02:00,0.169647217,0,94967.5,64.94113159,0.975891113,-0.369400978,-1.674007416,296.1906738,4269565,2764506,5100118,0.000341699,0.143910256
1,20120405 03:00,0.095085144,0,94903.125,63.52468872,0.672851563,-0.486637116,-1.19473362,296.0197754,5485018,4189675,6965334,0.000348255,0.291666667
1,20120405 04:00,0.032864466,0,94851,61.86503601,0.414886475,-0.842734337,-0.715948105,296.4638672,6949583,5658755,8981037,0.000360429,0.530576923
1,20120405 05:00,0.035816915,0,94812.4375,59.62223816,0.242370606,-0.986803055,-0.642158508,296.8039551,8464827,7067483,10928635,0.000369102,0.43474359
1,20120405 06:00,0.037246704,0,94827.5,58.77349854,0.360107422,-1.225887299,-1.052643776,296.7077637,9605785,8397593,12408994,0.000370115,0.194487179
1,20120405 07:00,0.028202057,0,94863.1875,62.03182983,0.298995972,-1.168458939,-1.2263937,295.8510742,10228506,9734846,13269791,0.000369608,0.057179487
1,20120405 08:00,0.012613297,0,94891.9375,67.90325928,0.186706543,-1.388213158,-1.463539124,293.0834961,10340440,11008640,13479773,0.000369608,0.012564103
1,20120405 09:00,0.004989624,0,94964.6875,70.86979675,0.053314209,-1.801319122,-1.140231133,292.1333008,10340440,12286447,13479773,0.000369608,6.41E-05
1,20120405 10:00,0.007600784,0,95043.9375,73.94673157,0.046112061,-2.277619362,-0.392104149,291.1401367,10340440,13510022,13479773,0.000369608,0
1,20120405 11:00,0.009542465,0,95076.1875,79.42721558,0.138580322,-2.343209267,-0.060688972,290.2980957,10340440,14727958,13479584,0.00037241,0
1,20120405 12:00,0.007974625,0,95102.1875,84.03846741,0.153213501,-1.854221344,0.230442047,289.3503418,10340440,15941579,13479584,0.000373393,0
1,20120405 13:00,0.006184578,0,95069.125,87.41564941,0.089691162,-1.450204849,0.814248085,288.2937012,10340440,17140336,13479584,0.000373781,0
1,20120405 14:00,0.006626129,0,95051.4375,90.32780457,0.078826904,-1.293736458,1.136377335,287.598877,10340440,18319104,13479584,0.000374794,0
1,20120405 15:00,0.006381989,0,95032.1875,92.24432373,0.151885986,-1.167197227,0.95266819,287.6252441,10340440,19533584,13479584,0.00037545,0
1,20120405 16:00,0.004621506,0,94997,93.60044861,0.135559082,-1.218704224,1.066754341,287.0065918,10340440,20715920,13479584,0.00037545,0
1,20120405 17:00,0.00645585,0,94966.375,94.3170929,0.152648926,-1.04784584,1.185034752,286.6364746,10340440,21905776,13479584,0.000376165,0
1,20120405 18:00,0.009487152,0,94968.125,95.2102356,0.18661499,-1.013585091,1.261163712,286.1865234,10340440,23081280,13479584,0.000378579,0
1,20120405 19:00,0.011852264,0,94996.0625,95.55491638,0.194366455,-0.952600479,1.193256378,286.2133789,10340440,24282752,13479584,0.000381708,0
1,20120405 20:00,0.012638092,0,95025,95.66464233,0.270050049,-1.003707886,1.385773659,285.628418,10340440,25446384,13479584,0.00038448,0
1,20120405 21:00,0.011517525,0,95018.3125,95.60652161,0.210449219,-0.711614609,1.103033066,286.7290039,10404048,26622848,13596696,0.000387609,0.015897436
1,20120405 22:00,0.003065109,0,95030.8125,87.84429932,0.236495972,-1.269030571,0.735164642,288.8203125,11037752,27827408,14428177,0.000389367,0.196153846
1,20120405 23:00,0.002170563,0,95024.625,81.16828918,0.134017944,-1.131651878,-0.104237557,290.652832,12399394,29032432,16049015,0.000390023,0.573717949
1,20120406 00:00,0.001787186,0,94983,76.79664612,0.041412354,-1.092358589,-0.636347771,292.0478516,14217343,30260528,18201280,0.000390023,0.665961538
1,20120406 01:00,0.00188446,0,94917.0625,72.10778809,0.033630371,-0.530202866,-1.497364998,294.0063477,2441478,1248743,2745807,0,0.765705128
1,20120406 02:00,0.011533737,0,94830.9375,67.74797058,0.117889404,0.347594261,-2.276397705,295.4501953,5127000,2526694,5748876,0,0.685769231
1,20120406 03:00,0.111858368,0.000327587,94739.6875,63.4178772,0.452758789,1.775917053,-2.699770927,296.3278809,7519083,3871025,8532067,8.41E-05,0.592051282
1,20120406 04:00,0.103549957,0.005903244,94672.875,61.13749695,1,2.369630814,-2.508481979,296.5,9196219,5239019,10673026,0.000151753,0.57025641
1,20120406 05:00,0.074653625,0.004585266,94610,60.53059387,0.98739624,2.191403389,-2.405546188,296.2231445,10236989,6583611,12173467,0.000160366,0.401153846
1,20120406 06:00,0.047246117,0.002923727,94591.0625,59.35743713,0.941725075,2.275777817,-2.539503098,296.4702148,11369093,7994292,13611242,0.000194341,0.211410256
1,20120406 07:00,0.031680245,0.001905747,94574.8125,63.44313049,0.888637424,1.371965408,-1.80443573,295.2971191,11902540,9265841,14376432,0.000195354,0.073846154
1,20120406 08:00,0.024820328,0.00202636,94605.8125,67.36553955,0.968626678,1.414550781,-1.694457054,293.520752,12010636,10564363,14564255,0.000195384,0.017371795
1,20120406 09:00,0.002949715,0.003051999,94617.125,70.7880249,0.891421497,1.2977705,-1.700605392,292.5893555,12010636,11863712,14564255,0.000195384,6.41E-05
1,20120406 10:00,0.002277374,0.00361815,94615.25,73.89990234,0.999031007,1.162963867,-1.870576859,291.3737793,12010636,13088342,14564255,0.000195384,0
1,20120406 11:00,0.000923157,0.00958252,94584.4375,74.99969482,1,0.910897255,-2.242650986,290.9094238,12010636,14301286,14564374,0.000195384,0
1,20120406 12:00,0.00069809,0.009273529,94525.875,74.61651611,0.994219184,0.967316628,-2.66602993,290.8898926,12010636,15519060,14564374,0.000195384,0
1,20120406 13:00,0.004341125,0.009452835,94478.5,74.10624695,0.617780924,1.407344818,-2.704147339,290.7421875,12010636,16730356,14564374,0.000195384,0
1,20120406 14:00,0.022224426,0.007098921,94441.6875,73.83277893,0.753984511,2.128288269,-2.42766571,290.6555176,12010636,17950176,14564374,0.000195384,0
1,20120406 15:00,0.0078125,0.011562347,94409,72.84675598,0.824641705,2.799093246,-2.388338089,290.9294434,12010636,19218528,14564374,0.000195384,0
1,20120406 16:00,0.003036499,0.002880096,94412.75,73.23968506,0.343079686,3.923478127,-1.819106102,290.7749023,12010636,20450288,14564374,0.000195742,0
1,20120406 17:00,0,0.002267838,94417.4375,77.68132019,0.383270264,4.13242054,-0.199350357,289.8491211,12010636,21630256,14564374,0.000195742,0
1,20120406 18:00,0,0.001239777,94450.375,73.77723694,0.352752686,3.394238472,0.282260895,288.7648926,12010636,22779456,14564374,0.000195742,0
1,20120406 19:00,0,0,94491.5625,63.90968323,0,2.638450623,-0.437296867,287.4858398,12010636,23889488,14564374,0.000195742,0
1,20120406 20:00,0,0,94569.875,56.76290894,0,2.842995644,-0.634771347,286.1608887,12010636,24924032,14564374,0.000195742,0
1,20120406 21:00,0,0,94660.4375,58.24838257,0,2.334516525,-0.585645676,284.9162598,12079911,25850032,14672443,0.000195742,0.0125
1,20120406 22:00,0,0,94743.25,58.80953979,0,2.046388626,-0.634778976,286.7661133,12804577,26803616,15490690,0.000195742,0.248333333
1,20120406 23:00,0,0,94793.5625,51.72666931,0,0.984120369,-0.440719307,288.3752441,14299047,27777488,17081216,0.000195742,0.646666667
1,20120407 00:00,0,0,94791.6875,47.13150024,0,0.373238564,-0.86402911,289.9277344,16455441,28778400,19324304,0.000195742,0.78025641
1,20120407 01:00,0,0,94757.5,46.74232483,0,2.197602272,-1.310305595,291.6594238,2629754,1034153.875,2720283,0,0.829423077
1,20120407 02:00,0,0,94714,41.56718445,0,2.084272385,-1.605901718,292.8220215,5511261,2088483,5700631,0,0.813589744
1,20120407 03:00,0,0,94672.4375,38.19422913,0,2.004965782,-1.804682732,293.5935059,8404949,3152879,8703912,0,0.758076923
1,20120407 04:00,0,0,94645.6875,36.87911987,0,1.831564903,-2.119558334,293.9663086,11066582,4221576,11491773,0,0.641538462
1,20120407 05:00,0,0,94662,37.34101868,0,2.420876503,-2.739507675,293.6791992,13270234,5286126,13841620,0,0.4725
1,20120407 06:00,0,0,94694.5625,39.19078064,0,2.35439682,-2.389270782,292.7910156,14834401,6340250,15564168,0,0.248782051
1,20120407 07:00,0,0,94754.0625,43.73782349,0,1.291649818,-1.978932381,291.229248,15652608,7366742,16524416,0,0.056217949
1,20120407 08:00,0,0,94826.875,49.44204712,0,1.088053703,-1.986083031,288.0180664,15772159,8353790,16715910,0,0.009166667
1,20120407 09:00,0,0,94895.8125,54.08493042,0,0.656002998,-1.890786171,286.0532227,15772159,9340751,16715910,0,6.41E-05
1,20120407 10:00,0,0,94970.4375,59.53988647,0,-0.581911087,-1.733222008,284.527832,15772159,10320900,16715910,0,0
1,20120407 11:00,8.39E-05,0,95030,65.59968567,0,-1.831729889,-1.113746643,283.8623047,15772159,11301521,16716313,0,0
1,20120407 12:00,0.001338959,0,95059,72.81442261,0.003356934,-2.378716469,-0.4944067,283.729248,15772159,12285643,16716313,0,0
1,20120407 13:00,0.003730774,0,95059.8125,79.46537781,0.038513184,-2.144875526,-0.393280029,283.4145508,15772159,13276343,16716313,0,0
1,20120407 14:00,0.020149231,0.002949476,95044.5625,82.62019348,0.905548096,-2.03579998,-0.087438583,282.7062988,15772159,14265783,16716313,0,0
1,20120407 15:00,0.0391922,0.006059408,95036.625,82.76829529,0.773345947,-1.892835617,0.213271141,282.7124023,15772159,15298228,16716313,0,0
1,20120407 16:00,0.044235229,0.00051713,95005.4375,82.39576721,0.525878906,-1.644645691,-0.005056381,283.3776855,15772159,16416617,16716313,0,0
1,20120407 17:00,0.040924072,5.51E-05,94960.625,82.21957397,0.555603027,-1.546147346,-0.351885796,283.5458984,15772159,17545872,16716313,0,0
1,20120407 18:00,0.043930054,0.000613689,94930.875,82.56369019,0.599700928,-1.477897644,-0.531654358,283.8894043,15772159,18714960,16716313,0,0
1,20120407 19:00,0.047019959,0.005194426,94906.8125,82.97181702,0.907104492,-1.268211365,-0.634123802,283.9750977,15772159,19890736,16716313,6.19E-05,0
1,20120407 20:00,0.046180725,0.002336502,94902.0625,84.05375671,0.697753906,-1.183460236,-0.648685455,284.1721191,15772159,21092368,16716313,7.30E-05,0
1,20120407 21:00,0.045734406,0.002963066,94894.875,85.96289062,0.773263276,-1.019070625,-0.68180275,284.1210938,15819179,22190016,16804992,8.17E-05,0.009166667
1,20120407 22:00,0.062129974,0.000591278,94925.3125,82.75759888,0.865937352,-1.10395813,-1.50274086,285.7575684,16197863,23409712,17363936,8.87E-05,0.101410256
1,20120407 23:00,0.111667633,0.003022446,94916.6875,72.62611389,0.990659297,-0.214148521,-3.744122505,287.8981934,17113088,24663088,18546128,9.66E-05,0.314615385
1,20120408 00:00,0.16683197,0.009800587,94855.4375,68.76185608,1,1.445681572,-4.045055389,289.1730957,18052160,25989776,19928960,0.000224203,0.269102564
1,20120408 01:00,0.19821167,0.00607872,94713.125,71.75868225,1.000006676,1.11882782,-3.455931664,289.5163574,696563.8125,1363591,1339015,0,0.362820513
1,20120408 02:00,0.162055969,0.000314713,94610.8125,67.82633972,0.967467785,2.355145454,-3.560808182,290.7766113,1586308,2748981,2886448,0.000433296,0.396923077
1,20120408 03:00,0.088874817,0.002015962,94519,64.24198914,0.924598217,3.289752007,-3.921551704,291.0976562,2610687,4138143,4504118,0.000473917,0.565576923
1,20120408 04:00,0.053741455,0.01170937,94443.875,59.55247498,0.988287032,4.14501667,-3.971236229,291.564209,4424684,5444536,6691259,0.000476241,0.454294872
1,20120408 05:00,0.018474579,0.010255359,94390.25,60.24594116,0.955702364,4.65713501,-3.120922089,290.9887695,5840447,6743938,8469151,0.000476718,0.442948718
1,20120408 06:00,0.003376007,0.01853076,94381,60.80671692,0.904334366,4.508517265,-2.304724693,290.0922852,6923053,7904939,9812128,0.000476539,0.219935897
1,20120408 07:00,0.000610352,0.027667999,94414.1875,62.09049988,0.929729521,3.980539322,-1.616467476,288.810791,7461866,9004340,10537784,0.00047648,0.060320513
1,20120408 08:00,0.000534058,0.031497955,94473.5625,62.70706177,0.974032939,3.605610847,-1.358618736,287.3144531,7543100,10123606,10679814,0.00047648,0.011730769
1,20120408 09:00,0.000213623,0.017356873,94557.3125,62.51791382,0.888458252,3.842373848,-1.283725739,286.0629883,7543100,11198691,10679814,0.000476599,0
1,20120408 10:00,0.000335693,0,94604.625,60.24028015,0.005340576,3.795237541,-0.923979759,284.9282227,7543100,12224812,10679814,0.000476599,0
1,20120408 11:00,0.000732422,0,94635.625,60.44142151,0.009002686,3.539142609,-0.408912659,283.7209473,7543100,13167766,10680134,0.000476599,0
1,20120408 12:00,0.001464844,0,94646.25,63.27603149,0.015396118,3.288638115,-0.198368073,282.9433594,7543100,14104954,10680134,0.000476599,0
1,20120408 13:00,0.000128746,0,94620.3125,64.93275452,0,3.199251175,-0.274559021,282.4597168,7543100,15039495,10680134,0.000476599,0
